Time,Hips.X,Hips.Y,Hips.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftForeFoot.X,LeftForeFoot.Y,LeftForeFoot.Z,LeftToeBase.X,LeftToeBase.Y,LeftToeBase.Z,LeftToeBaseEnd.X,LeftToeBaseEnd.Y,LeftToeBaseEnd.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,RightForeFoot.X,RightForeFoot.Y,RightForeFoot.Z,RightToeBase.X,RightToeBase.Y,RightToeBase.Z,RightToeBaseEnd.X,RightToeBaseEnd.Y,RightToeBaseEnd.Z,Spine.X,Spine.Y,Spine.Z,Spine1.X,Spine1.Y,Spine1.Z,Spine2.X,Spine2.Y,Spine2.Z,Spine3.X,Spine3.Y,Spine3.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHandMiddle1.X,LeftHandMiddle1.Y,LeftHandMiddle1.Z,LeftHandMiddle1End.X,LeftHandMiddle1End.Y,LeftHandMiddle1End.Z,LeftHandThumb1.X,LeftHandThumb1.Y,LeftHandThumb1.Z,LeftHandThumb1End.X,LeftHandThumb1End.Y,LeftHandThumb1End.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightHand.X,RightHand.Y,RightHand.Z,RightHandMiddle1.X,RightHandMiddle1.Y,RightHandMiddle1.Z,RightHandMiddle1End.X,RightHandMiddle1End.Y,RightHandMiddle1End.Z,RightHandThumb1.X,RightHandThumb1.Y,RightHandThumb1.Z,RightHandThumb1End.X,RightHandThumb1End.Y,RightHandThumb1End.Z,Neck.X,Neck.Y,Neck.Z,Neck1.X,Neck1.Y,Neck1.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z
0.0,-23.5739,-81.6837,88.3389,-31.442239987594846,-77.36732526420457,88.27779305929097,-35.76097672028221,-78.85984405782544,48.05117976940009,-36.549966501423256,-75.85599277484357,9.072613902952632,-36.99759027873147,-76.23792646973146,5.713055286601727,-32.967828617564656,-63.65576610714635,3.7457230003871973,-31.770478192405186,-59.98397582827596,3.396174943228594,-15.705560012405149,-86.00007473579544,88.40000694070902,-15.600458237942206,-87.81950930713322,47.95574742779885,-14.271298417107598,-87.50230366678876,8.877531767889145,-14.036837622630921,-88.24443282341575,5.556816944129437,-4.390463878776931,-79.1058013081202,4.195559297123715,-1.6235714065202598,-76.7018841010389,3.0640865096171908,-24.959653254523634,-84.06861902761266,98.31114702680937,-25.594110193742335,-84.66827607210998,108.31382328425477,-26.01128017868926,-84.71335485231299,118.3457519919976,-26.044496528507302,-84.17831284557735,128.37213135920354,-22.93858150760143,-79.23894782423487,137.28816240419488,-40.20175292261423,-73.34383036616447,139.60731489841305,-43.65643992052551,-67.77979333974363,110.28840714309106,-37.63891934161091,-61.448343956984196,88.19677459961673,-36.70776578640264,-58.944294772118404,79.04023801690691,-36.70776578640264,-58.944294772118404,79.04023801690691,-34.170312732803495,-63.00044905752832,84.41695321970968,-34.170312732803495,-63.00044905752832,84.41695321970968,-22.93858150760143,-79.23894782423487,137.28816240419488,-10.897327910065597,-93.07139937274816,138.6370365265141,-4.325710720899593,-94.0301635281315,109.3388055037474,2.331585149459298,-87.41640490449018,87.51504225808529,3.1140562021662417,-86.04490592468062,78.10833183125891,3.1140562021662417,-86.04490592468062,78.10833183125891,-0.4473613699167909,-84.33339170962115,84.12390710942032,-0.4473613699167909,-84.33339170962115,84.12390710942032,-24.935915915500498,-82.52043760012909,141.19181313557752,-25.443661513988676,-83.04557699839418,148.8487493315769,-25.674396470747766,-82.9398448091953,156.53626069572437,-26.131878586530377,-82.94413422871894,166.2535767964293
0.00833333,-23.5661,-81.71,88.3444,-31.43936174986505,-77.40261045117104,88.28321363590614,-35.74995485027465,-78.86344861874717,48.05456395609642,-36.54811561848442,-75.86265112909713,9.075949585852314,-36.99741895065799,-76.24482502275508,5.7166424964804525,-32.969461261493166,-63.66253072477347,3.7464745307279417,-31.77244231376824,-59.99064508514088,3.3967929253387754,-15.692838250134947,-86.01738954882894,88.40558636409385,-15.560577531246366,-87.77636567343927,47.95873202181786,-14.271970022222199,-87.50470194844215,8.878815006575778,-14.03723579917679,-88.2473087144887,5.558226274806492,-4.390077952794623,-79.10955270109001,4.196648041070679,-1.6228742665954496,-76.70585810640215,3.065463434141277,-24.95014918053669,-84.09818643749149,98.31610171134483,-25.581680201144664,-84.6980145961759,108.31895286689338,-25.99555198663918,-84.74283461939827,118.35101934398024,-26.025180113676868,-84.20744170863831,128.3773912249348,-22.92438700483799,-79.26221000909004,137.2919529113196,-40.19689133167773,-73.39663777592199,139.6165221395402,-43.70346771818134,-67.83418120110476,110.30347519540817,-37.77424623554961,-61.494630607015885,88.19030119177663,-36.8837521476371,-58.99496115238577,79.02852492562118,-36.8837521476371,-58.99496115238577,79.02852492562118,-34.31705501303213,-63.04210627674278,84.39814354521822,-34.31705501303213,-63.04210627674278,84.39814354521822,-22.92438700483799,-79.26221000909004,137.2919529113196,-10.85865634462379,-93.07309398205514,138.64309796662002,-4.295529438500052,-94.05056107119067,109.3435818348855,2.343772899494602,-87.46657890378779,87.5053383862008,3.11539960126006,-86.11192569740804,78.09529171375146,3.11539960126006,-86.11192569740804,78.09529171375146,-0.44275997902557807,-84.39399374717144,84.11096558904566,-0.44275997902557807,-84.39399374717144,84.11096558904566,-24.91523517874414,-82.54650405719052,141.19655853455052,-25.422083004976926,-83.06981387018347,148.85367946938422,-25.65554935685591,-82.96038329879575,156.54105661003408,-26.119369072703748,-82.95788796862078,166.25807289750207
0.01666666,-23.5566,-81.7351,88.3507,-31.434720685727747,-77.43660493914996,88.28943213439076,-35.737180226222875,-78.86571446633134,48.05877213543322,-36.54454776067995,-75.86791751603891,9.080116495209786,-36.99553821579082,-76.25031654015119,5.721061109278071,-32.96923609802738,-63.6679314218044,3.7480910765358524,-31.77250452511985,-59.995963976059485,3.398284906356045,-15.678479314272252,-86.03359506085005,88.41196786560924,-15.519259351473215,-87.73204581262411,47.96262386428773,-14.270960519822475,-87.50613354155624,8.881107285696764,-14.03594648717586,-88.24922944412863,5.560647773213695,-4.387911692201147,-79.11244505186909,4.198762930681201,-1.620369824262308,-76.70900498584399,3.067864872220179,-24.938970515891445,-84.12653471400499,98.3218560703785,-25.56758592394064,-84.72651667163403,108.3248816531351,-25.978164735605226,-84.7710631909075,118.35708465830962,-26.00420270546404,-84.2353078910747,128.38344714790807,-22.908486037966124,-79.28425229047696,137.29654039777174,-40.190209969023726,-73.44805657957795,139.62651958969488,-43.748547814451726,-67.88730407729707,110.31938759701822,-37.90759598855707,-61.54001229260927,88.18495283107914,-37.057718599978706,-59.04487673976198,79.01808431170963,-37.057718599978706,-59.04487673976198,79.01808431170963,-34.4618722306969,-63.08293855400321,84.38052408943884,-34.4618722306969,-63.08293855400321,84.38052408943884,-22.908486037966124,-79.28425229047696,137.29654039777174,-10.818486790077436,-93.07367356725784,138.64995994747295,-4.263836873413975,-94.06995299171486,109.34917985498416,2.3576047745223168,-87.51585052482854,87.49653047335244,3.118452902983683,-86.17807203466676,78.08319258019336,3.118452902983683,-86.17807203466676,78.08319258019336,-0.43645579948086644,-84.45367646511696,84.09893908376031,-0.43645579948086644,-84.45367646511696,84.09893908376031,-24.892886377810854,-82.57131391295404,141.20209926945228,-25.3988533977225,-83.0927887784064,148.85940364040837,-25.63506832635588,-82.97967320438511,156.54664347434127,-26.10526384409709,-82.9704284065135,166.26334925331844
0.02499999,-23.5452,-81.7593,88.3559,-31.428190488872982,-77.46974337362226,88.29454871772352,-35.722513844689566,-78.86712709207121,48.061904984691225,-36.53918640001688,-75.87226927306939,9.083217256763042,-36.99186914868107,-76.25488913728645,5.724414663789119,-32.96726843264407,-63.672397057113955,3.7486573687574785,-31.770836425277583,-60.00034340301483,3.398731447930963,-15.66220951112702,-86.04885662637773,88.4172512822765,-15.47619564025933,-87.68669958604528,47.9655222046547,-14.267960882069278,-87.50671230848789,8.882508019985941,-14.032649620754487,-88.25030671527064,5.562181159795839,-4.383765099512086,-79.11446315107362,4.200004729868777,-1.6158888637773319,-76.71127098729005,3.0693981988492407,-24.925876275069697,-84.15398763898764,98.32651009916341,-25.551574582722385,-84.75412175294112,108.32970944552605,-25.95886136286779,-84.79838908058971,118.36204787544465,-25.98131260316636,-84.26226254603219,128.38839919438178,-22.890706975689792,-79.30537495048388,137.3000245650372,-40.181617732672635,-73.4986288445336,139.63541966974344,-43.791758310292835,-67.93979727911017,110.33425930215608,-38.03919985025918,-61.58508733187635,88.17881377988272,-37.22995960108406,-59.09464458060771,79.00699299140916,-37.22995960108406,-59.09464458060771,79.00699299140916,-34.60498881505907,-63.12350693487311,84.36216978225534,-34.60498881505907,-63.12350693487311,84.36216978225534,-22.890706975689792,-79.30537495048388,137.3000245650372,-10.776406001529908,-93.07322575478341,138.65573898113578,-4.230104382701451,-94.08832632178118,109.35373856812294,2.3735643857328634,-87.56418068709483,87.48675166607791,3.1236868918938407,-86.24332739631691,78.07016341639324,3.1236868918938407,-86.24332739631691,78.07016341639324,-0.42801114360446,-84.51245754349041,84.08594703746317,-0.42801114360446,-84.51245754349041,84.08594703746317,-24.868637729669853,-82.59520370363622,141.20653523650503,-25.373729261616077,-83.11484974627577,148.86402173174127,-25.61270887584147,-82.99806801671333,156.55112129279973,-26.089313935137472,-82.9821174032636,166.2675060979515
0.03333332,-23.5302,-81.783,88.36,-31.419417873758142,-77.50491401694194,88.2981878625409,-35.7050129883173,-78.8700403472132,48.063506048135224,-36.53912598487945,-75.87244989719603,9.085397686993169,-36.99254637656204,-76.25495482378453,5.726681500778273,-32.970118753441746,-63.67181259398427,3.750639395615484,-31.774352702055875,-59.999620306057935,3.3998929234345043,-15.640982126241859,-86.06108598305806,88.4218121374591,-15.424469755800438,-87.61499428472966,47.96692358893579,-14.276334657744977,-87.49337810069146,8.881872486111405,-14.03942892095514,-88.23884957159015,5.562079955251652,-4.39031002671036,-79.10335141794567,4.199247313476847,-1.622040227757784,-76.70082229531708,3.0681952830518293,-24.909578335247097,-84.18266527271413,98.32959295064651,-25.531595440774012,-84.78371929177278,108.33296664538597,-25.93497046274907,-84.82800430662711,118.3654630405563,-25.953373230093355,-84.29206160670726,128.39183243583378,-22.869905965598765,-79.32792876888756,137.30189749304128,-40.17282716218282,-73.56123338386192,139.64755472314255,-43.87210763577829,-67.99635865276079,110.35866236691255,-38.24280776879756,-61.61096774575833,88.18038922375777,-37.489026567952294,-59.13304270634098,79.00045606199738,-37.489026567952294,-59.13304270634098,79.00045606199738,-34.820685817267346,-63.14129643189115,84.34965989697756,-34.820685817267346,-63.14129643189115,84.34965989697756,-22.869905965598765,-79.32792876888756,137.30189749304128,-10.722647743389762,-93.0661792212112,138.6629844234778,-4.185523928086919,-94.10372379552345,109.35972119683844,2.394800998712965,-87.62542874977693,87.47207511970186,3.131672933750334,-86.32746326152562,78.0512589768844,3.131672933750334,-86.32746326152562,78.0512589768844,-0.4174751316862344,-84.58904904941991,84.06637210924325,-0.4174751316862344,-84.58904904941991,84.06637210924325,-24.840109348872474,-82.62118985804372,141.20942087058964,-25.344473090263314,-83.13771692333438,148.86716635455502,-25.58720009052767,-83.0157638785558,156.5540681978344,-26.071974475297218,-82.99138974535089,166.27003136078957
0.04166665,-23.5124,-81.8074,88.3625,-31.407856665624223,-77.54084581628311,88.30022225872794,-35.68477510934025,-78.87372853917185,48.06353615807066,-36.536377774607985,-75.87343327471997,9.086014101934047,-36.99053909318725,-76.25583230714763,5.727385964330134,-32.970377379949355,-63.67201509912849,3.75103097734591,-31.77530434542826,-59.999676464940826,3.3994557579216047,-15.616943334375776,-86.07395418371689,88.42477774127205,-15.3703132575566,-87.5437982901764,47.966920061979216,-14.28159809280588,-87.48107457901594,8.880029811716284,-14.04304456160792,-88.22844030840103,5.560781226675739,-4.3937665166074655,-79.09319650061825,4.197370597907424,-1.625111965594598,-76.69130913484335,3.0658973902322812,-24.890457044374923,-84.21204996504707,98.33107456923746,-25.508789513080163,-84.8140148051357,108.33462192902148,-25.908255163129315,-84.85830522549621,118.36727472093524,-25.922613577929614,-84.32252856494775,128.3936595976461,-22.84633819535597,-79.35113749446418,137.30216368763155,-40.161214920124365,-73.62463612503835,139.65804813132516,-43.949690063572724,-68.05429639886816,110.38159865956503,-38.44390538799697,-61.639023078340806,88.18095369215192,-37.745515956147194,-59.17401302917907,78.99316564969472,-37.745515956147194,-59.17401302917907,78.99316564969472,-35.03390768644601,-63.16134167229447,84.33624648773178,-35.03390768644601,-63.16134167229447,84.33624648773178,-22.84633819535597,-79.35113749446418,137.30216368763155,-10.666099038969948,-93.05962121440734,138.6686239443876,-4.13810618539458,-94.1195764688035,109.36412725168962,2.418961075215951,-87.68714347911408,87.45598473770673,3.1426360306563255,-86.41209738733166,78.03101664880552,3.1426360306563255,-86.41209738733166,78.03101664880552,-0.40399797179627095,-84.66615825208164,84.04543314144792,-0.40399797179627095,-84.66615825208164,84.04543314144792,-24.80878622315706,-82.64782630667861,141.21069915919884,-25.31243696695475,-83.16123980905239,148.8687009477761,-25.55894083439803,-83.03414124089383,156.55539924335838,-26.05193734406563,-83.00140570621691,166.2709241037365
0.04999998,-23.494,-81.8295,88.3639,-31.395632355312586,-77.57440095668375,88.30115184109104,-35.663948813625,-78.87497944053509,48.06249522448613,-36.5330301538199,-75.87198120673447,9.085567130523728,-36.9879384916705,-76.2542695370989,5.727027488563078,-32.96991482965686,-63.669818799887494,3.750358509143954,-31.775497654269444,-59.99734619247714,3.3979549111768934,-15.592367644687414,-86.08459904331625,88.42664815890896,-15.316030136431824,-87.47026162386291,47.9660118208037,-14.286056747512959,-87.46697797119872,8.877479379104841,-14.045813924766732,-88.21625989633975,5.5587846849855005,-4.39629552072916,-79.08134446211174,4.194875106001945,-1.6272231541636244,-76.68012273622126,3.0630115929250885,-24.870754426078932,-84.23911761210513,98.33145495736566,-25.485412618746125,-84.84197559345445,108.33517496796725,-25.88097537050504,-84.88625436841161,118.36798245089591,-25.891288532982742,-84.35062933786398,128.39438040606058,-22.822172211080627,-79.37202607099,137.30132595659055,-40.14884074873203,-73.68555909054007,139.6674654509175,-44.026529439819136,-68.1101482006104,110.40366450036652,-38.64444552847637,-61.665804836201964,88.18111637885556,-38.00135159165003,-59.21408301179661,78.98573918494672,-38.00135159165003,-59.21408301179661,78.98573918494672,-35.24664228246798,-63.18024159708541,84.3225251705906,-35.24664228246798,-63.18024159708541,84.3225251705906,-22.822172211080627,-79.37202607099,137.30132595659055,-10.609193556030988,-93.0508156593174,138.67312521652914,-4.09019798292452,-94.1333056787418,109.36744941258863,2.4438996314696295,-87.74697540788674,87.4389659338542,3.154488517105059,-86.4949342578506,78.00991890627317,3.154488517105059,-86.4949342578506,78.00991890627317,-0.3896534776469127,-84.74139442739173,84.02359311946006,-0.3896534776469127,-84.74139442739173,84.02359311946006,-24.776895489368158,-82.67210551210954,141.21087087979083,-25.27985920804304,-83.18240550042196,148.8691259231819,-25.530170415329806,-83.05018886031714,156.5556148452832,-26.031445294591727,-83.00915306587586,166.27068458488856
0.05833331,-23.4743,-81.8521,88.3644,-31.382044498180683,-77.60837774059378,88.30117488700391,-35.64179628784783,-78.87653936527056,48.0605760237399,-36.528312733722636,-75.87079526230733,9.084252243928454,-36.98397020545144,-76.25296518971516,5.7258006803291215,-32.96794993727666,-63.667922101985646,3.748831675614823,-31.774149912268605,-59.9953280803702,3.39560315243858,-15.566555501819316,-86.0958222594062,88.4276251129961,-15.260878144442678,-87.39713076269697,47.9643989239927,-14.288920113586459,-87.45376058243984,8.874421755161165,-14.046943848036896,-88.20497446563031,5.556289798982723,-4.39710102076347,-79.07046064224657,4.191985808176074,-1.6275773775275515,-76.66993154373361,3.0597572989299096,-24.849780930417307,-84.26668233913435,98.33092928315564,-25.460784443020827,-84.87042865475007,108.33481960562352,-25.852459906924118,-84.9146916942605,118.36777966755487,-25.858735789756633,-84.37921699755893,128.39418899255688,-22.79675431247779,-79.39345831299569,137.29958759669043,-40.13506118777391,-73.74686108757224,139.67593351256625,-44.10180692343886,-68.166800821938,110.42495783737768,-38.843470880084965,-61.69422137833466,88.18100020746368,-38.25551672798028,-59.256168933297296,78.97830051420098,-38.25551672798028,-59.256168933297296,78.97830051420098,-35.45790673391516,-63.200907980344724,84.30864141606885,-35.45790673391516,-63.200907980344724,84.30864141606885,-22.79675431247779,-79.39345831299569,137.29958759669043,-10.551236737865555,-93.04258607946801,138.67674989082184,-4.0411005406626375,-94.1477025758015,109.36994920440436,2.470297663155967,-87.80760510860613,87.4213070783463,3.1679115841462577,-86.57861943467185,77.9882587648576,3.1679115841462577,-86.57861943467185,77.9882587648576,-0.37377413576784857,-84.817441433385,84.00114794290329,-0.37377413576784857,-84.817441433385,84.00114794290329,-24.74378943161654,-82.69689516024148,141.21013335911275,-25.246101748754988,-83.2040882327293,148.86863754813498,-25.500259417402287,-83.06678634536637,156.55491109005334,-26.009879570075242,-83.0175181378232,166.26950837610258
0.06666664,-23.4528,-81.8742,88.3651,-31.36770344027604,-77.64383891202047,88.30226947545007,-35.628817192296324,-78.89249398379509,48.06120480024453,-36.52913986164934,-75.87240288212392,9.086306554852591,-36.98557913872732,-76.25442733958415,5.727944604400742,-32.971137576939554,-63.66892460438968,3.7506953511694796,-31.777825607810023,-59.99624736312827,3.396683822045498,-15.537896559723961,-86.10456108797953,88.42793052454992,-15.220494418367013,-87.34612683544964,47.96291740870661,-14.297642609035483,-87.443634040233,8.87183068432622,-14.054342832424135,-88.19609448711711,5.55407798338906,-4.404228009131431,-79.06181794823577,4.1901092269622975,-1.6343494207497709,-76.66173137728693,3.0578108484525393,-24.82507863695266,-84.29368557285918,98.33088158097445,-25.432706410120375,-84.89956912407831,108.33484829931359,-25.821412947493766,-84.9451664759805,118.36791784952118,-25.825252535385165,-84.41080676709451,128.39438788882634,-22.771699815251235,-79.4182407182065,137.29886679324594,-40.12312815664557,-73.81538719171087,139.68296668924296,-44.18389144998914,-68.22408355979073,110.44704276984014,-39.06077081573815,-61.718233285624045,88.18124880651969,-38.53370688073932,-59.27754493961324,78.97555950803813,-38.53370688073932,-59.27754493961324,78.97555950803813,-35.692120503269884,-63.21291765126125,84.28953640280496,-35.692120503269884,-63.21291765126125,84.28953640280496,-22.771699815251235,-79.4182407182065,137.29886679324594,-10.494699686893865,-93.03876064974848,138.6789646458567,-3.989420700344609,-94.16672354655104,109.37195580393293,2.5013119761656117,-87.87045052771657,87.40458525044203,3.192576979539137,-86.6676568341639,77.96769426453103,3.192576979539137,-86.6676568341639,77.96769426453103,-0.3510877436930637,-84.89714330813213,83.97667455587643,-0.3510877436930637,-84.89714330813213,83.97667455587643,-24.711162078649316,-82.7254286449753,141.21000512687587,-25.212995393059707,-83.22976938317088,148.86872908288476,-25.470631672161467,-83.08765997408875,156.55479942822643,-25.988045686622158,-83.03040898170669,166.26894095220635
0.07499997,-23.4275,-81.8949,88.3652,-31.349464623773727,-77.67777104646063,88.30275828880119,-35.6119876808691,-78.90680712268274,48.061238889043494,-36.52606892035374,-75.87234435840594,9.087777205099648,-36.98329590176738,-76.25421390827614,5.7295047884619965,-32.97023372088712,-63.66831387406001,3.7519843660372647,-31.77735210013965,-59.995572194927746,3.3971918433601345,-15.50553537622627,-86.11202895353938,88.42764171119882,-15.176662102846722,-87.29377020157638,47.96092889581506,-14.302481490096667,-87.43248313454579,8.868847966443717,-14.05784031295819,-88.18620217462994,5.551479612904585,-4.407287694037752,-79.05232811127158,4.187913148020275,-1.6370037894350755,-76.65273582718169,3.0555587342276773,-24.79661997069202,-84.31927133078325,98.33022863873097,-25.40089050281052,-84.92728278194974,108.33426960672304,-25.786637902639324,-84.97420729999627,118.3674472450952,-25.788039380650293,-84.44096096341536,128.39397719669773,-22.742853389650733,-79.44166400802854,137.29754483885557,-40.10718097130956,-73.88225273190663,139.68941426250126,-44.26193289463638,-68.28010659259678,110.46877571130892,-39.27422227013883,-61.74189381458994,88.18172678069044,-38.808057059801364,-59.2989580067833,78.97334874274509,-38.808057059801364,-59.2989580067833,78.97334874274509,-35.92266574863349,-63.224753067147525,84.27077944864168,-35.92266574863349,-63.224753067147525,84.27077944864168,-22.742853389650733,-79.44166400802854,137.29754483885557,-10.434677148507772,-93.0337199337696,138.68057729273775,-3.934101744636167,-94.18463898834848,109.37341729729658,2.5363066250368558,-87.93238702549264,87.38748555532506,3.2213673296598566,-86.7558198107935,77.94683659064134,3.2213673296598566,-86.7558198107935,77.94683659064134,-0.324309176809948,-84.97592749121816,83.95185810604859,-0.324309176809948,-84.97592749121816,83.95185810604859,-24.674798221284682,-82.75255599954194,141.20926981729605,-25.17618682430873,-83.25404537249128,148.86821013352625,-25.43733509727065,-83.10715369269846,156.5540720438091,-25.96260455712476,-83.04197727199552,166.26774202559915
